Date,Price
16-02-2022,3282
17-02-2022,3294
18-02-2022,3314
21-02-2022,3315
22-02-2022,3420
23-02-2022,3323.5
24-02-2022,3519
25-02-2022,3355.5
28-02-2022,3450
01-03-2022,3495.5
02-03-2022,3605
03-03-2022,3728.5
04-03-2022,3851
07-03-2022,3984.5
08-03-2022,3500.5
09-03-2022,3532
10-03-2022,3535
11-03-2022,3472
14-03-2022,3399
15-03-2022,3217.5
16-03-2022,3306
17-03-2022,3288
18-03-2022,3380.5
21-03-2022,3518
22-03-2022,3550.5
23-03-2022,3560
24-03-2022,3664
25-03-2022,3583
28-03-2022,3606
29-03-2022,3583
30-03-2022,3508
31-03-2022,3503
01-04-2022,3483
04-04-2022,3444
05-04-2022,3415
06-04-2022,3443.5
07-04-2022,3346
08-04-2022,3395
11-04-2022,3234.5
12-04-2022,3214.5
13-04-2022,3207
14-04-2022,3237.5
19-04-2022,3312
20-04-2022,3240
21-04-2022,3262
22-04-2022,3244
25-04-2022,3090
26-04-2022,3102.5
27-04-2022,3100
28-04-2022,3065.5
29-04-2022,3039
03-05-2022,2911.5
04-05-2022,2929
05-05-2022,2917
06-05-2022,2832.5
09-05-2022,2708
10-05-2022,2677
11-05-2022,2737
12-05-2022,2688
13-05-2022,2723
16-05-2022,2791
17-05-2022,2836
18-05-2022,2845
19-05-2022,2826
20-05-2022,2931
23-05-2022,2963
24-05-2022,2881
25-05-2022,2829.5
26-05-2022,2825.5
27-05-2022,2823
30-05-2022,2863
31-05-2022,2816.5
01-06-2022,2701.5
06-06-2022,2742
07-06-2022,2715
08-06-2022,2765.5
09-06-2022,2752.5
10-06-2022,2695
13-06-2022,2589.5
14-06-2022,2588
15-06-2022,2580
16-06-2022,2500.5
17-06-2022,2474
20-06-2022,2462
21-06-2022,2519.5
22-06-2022,2455.5
23-06-2022,2480
24-06-2022,2436
27-06-2022,2453
28-06-2022,2500
29-06-2022,2452
30-06-2022,2397
01-07-2022,2384
04-07-2022,2431.5
05-07-2022,2374
06-07-2022,2358
07-07-2022,2417.5
08-07-2022,2399.5
11-07-2022,2417
12-07-2022,2358
13-07-2022,2343
14-07-2022,2329
15-07-2022,2320.5
18-07-2022,2377.5
19-07-2022,2412
20-07-2022,2456.5
21-07-2022,2426
22-07-2022,2460
25-07-2022,2431.5
26-07-2022,2437
27-07-2022,2390.5
28-07-2022,2458
29-07-2022,2452
01-08-2022,2469.5
02-08-2022,2448.5
03-08-2022,2403
04-08-2022,2374
05-08-2022,2447.5
08-08-2022,2435.5
09-08-2022,2488
10-08-2022,2462.5
11-08-2022,2498
12-08-2022,2468.5
15-08-2022,2389.5
16-08-2022,2442
17-08-2022,2414
18-08-2022,2412
19-08-2022,2376
22-08-2022,2387.5
23-08-2022,2438.5
24-08-2022,2422
25-08-2022,2442.5
26-08-2022,2495
30-08-2022,2406.5
31-08-2022,2368.5
01-09-2022,2306
02-09-2022,2309
05-09-2022,2290.5
06-09-2022,2260
07-09-2022,2230.5
08-09-2022,2256
09-09-2022,2280
12-09-2022,2288.5
13-09-2022,2309.5
14-09-2022,2227.5
15-09-2022,2272
16-09-2022,2259
19-09-2022,2232
20-09-2022,2245.5
21-09-2022,2191
22-09-2022,2195.5
23-09-2022,2153
26-09-2022,2125.5
27-09-2022,2106
28-09-2022,2080
29-09-2022,2261
30-09-2022,2180
03-10-2022,2164
04-10-2022,2261.5
05-10-2022,2289
06-10-2022,2355
07-10-2022,2342
10-10-2022,2274
11-10-2022,2218.5
12-10-2022,2227
13-10-2022,2374
14-10-2022,2309
17-10-2022,2240
18-10-2022,2200.5
19-10-2022,2169
20-10-2022,2214
21-10-2022,2155.5
24-10-2022,2160
25-10-2022,2170.5
26-10-2022,2265.5
27-10-2022,2297
28-10-2022,2226
31-10-2022,2197
01-11-2022,2245.5
02-11-2022,2227
03-11-2022,2216
04-11-2022,2306
07-11-2022,2292
08-11-2022,2327
09-11-2022,2338
10-11-2022,2272
11-11-2022,2410
14-11-2022,2392
15-11-2022,2410
16-11-2022,2393
17-11-2022,2342.5
18-11-2022,2369
21-11-2022,2344
22-11-2022,2394
23-11-2022,2364
24-11-2022,2344
25-11-2022,2346
28-11-2022,2315.5
29-11-2022,2341.5
30-11-2022,2387
01-12-2022,2430.5
02-12-2022,2448.5
05-12-2022,2485
06-12-2022,2461
07-12-2022,2450.5
08-12-2022,2468.5
09-12-2022,2453.5
12-12-2022,2390
13-12-2022,2388
14-12-2022,2379.5
15-12-2022,2396
16-12-2022,2354
19-12-2022,2327
20-12-2022,2329.5
21-12-2022,2357
22-12-2022,2362
23-12-2022,2342
28-12-2022,2343
29-12-2022,2371.5
30-12-2022,2360.5
03-01-2023,2337.5
04-01-2023,2250
05-01-2023,2270
06-01-2023,2242.5
09-01-2023,2336.5
10-01-2023,2397
11-01-2023,2451
12-01-2023,2447
13-01-2023,2511
16-01-2023,2603
17-01-2023,2562.5
18-01-2023,2636
19-01-2023,2541
20-01-2023,2585.5
23-01-2023,2593
24-01-2023,2594.5
25-01-2023,2606
26-01-2023,2598
27-01-2023,2597
30-01-2023,2577
31-01-2023,2533.5
01-02-2023,2611
02-02-2023,2572.5
03-02-2023,2560
06-02-2023,2486.5
07-02-2023,2472.5
08-02-2023,2469
09-02-2023,2424.5
10-02-2023,2435
13-02-2023,2382.5
14-02-2023,2391
15-02-2023,2367
16-02-2023,2341.5
17-02-2023,2335
20-02-2023,2392
21-02-2023,2430.5
22-02-2023,2385.5
23-02-2023,2368.5
24-02-2023,2307
27-02-2023,2314
28-02-2023,2300
01-03-2023,2364
02-03-2023,2366.5
03-03-2023,2361.5
06-03-2023,2321.5
07-03-2023,2312.5
08-03-2023,2288.5
09-03-2023,2291
10-03-2023,2249
13-03-2023,2236.5
14-03-2023,2272
15-03-2023,2246
16-03-2023,2237.5
17-03-2023,2232
20-03-2023,2237.5
21-03-2023,2235
22-03-2023,2232
23-03-2023,2265
24-03-2023,2265
27-03-2023,2298
28-03-2023,2315
29-03-2023,2366
30-03-2023,2344
31-03-2023,2336.5
03-04-2023,2380.5
04-04-2023,2341.5
05-04-2023,2306
06-04-2023,2300.5
11-04-2023,2268
12-04-2023,2258.5
13-04-2023,2330
14-04-2023,2356
17-04-2023,2364.5
18-04-2023,2401
19-04-2023,2382
20-04-2023,2410
21-04-2023,2388.5
24-04-2023,2354.5
25-04-2023,2313
26-04-2023,2339.5
27-04-2023,2302
28-04-2023,2342
02-05-2023,2353
03-05-2023,2330
04-05-2023,2297
05-05-2023,2277.5
09-05-2023,2321
10-05-2023,2276
11-05-2023,2229
12-05-2023,2230.5
15-05-2023,2260.5
16-05-2023,2235.5
17-05-2023,2269
18-05-2023,2312
19-05-2023,2300
22-05-2023,2262
23-05-2023,2202
24-05-2023,2234
25-05-2023,2236
26-05-2023,2242
30-05-2023,2230
31-05-2023,2255
01-06-2023,2281
02-06-2023,2263.5
05-06-2023,2216
06-06-2023,2172
07-06-2023,2169
08-06-2023,2187.5
09-06-2023,2221
12-06-2023,2188
13-06-2023,2193.5
14-06-2023,2200
15-06-2023,2197
16-06-2023,2224.5
19-06-2023,2195
20-06-2023,2184.5
21-06-2023,2157
22-06-2023,2190.5
23-06-2023,2132.5
26-06-2023,2116
27-06-2023,2151.5
28-06-2023,2141.5
29-06-2023,2105.5
30-06-2023,2096.5
03-07-2023,2107
04-07-2023,2102.5
05-07-2023,2093
06-07-2023,2103.5
07-07-2023,2086
10-07-2023,2096
11-07-2023,2129
12-07-2023,2147.5
13-07-2023,2236
14-07-2023,2225
17-07-2023,2195
18-07-2023,2169.5
19-07-2023,2142
20-07-2023,2172
21-07-2023,2153.5
24-07-2023,2155
25-07-2023,2184
26-07-2023,2170.5
27-07-2023,2176
28-07-2023,2161.5
31-07-2023,2195.5
01-08-2023,2217
02-08-2023,2176.5
03-08-2023,2147
04-08-2023,2166
07-08-2023,2178
08-08-2023,2143
09-08-2023,2153
10-08-2023,2161.5
11-08-2023,2127
14-08-2023,2096
15-08-2023,2085.5
16-08-2023,2089
17-08-2023,2131
18-08-2023,2096
21-08-2023,2068.5
22-08-2023,2121.5
23-08-2023,2129
24-08-2023,2119.5
25-08-2023,2124
29-08-2023,2116.5
30-08-2023,2140.5
31-08-2023,2165.5
01-09-2023,2184
04-09-2023,2149.5
05-09-2023,2136.5
06-09-2023,2158
07-09-2023,2135
08-09-2023,2132.5
11-09-2023,2154
12-09-2023,2153
13-09-2023,2156.5
14-09-2023,2192.5
15-09-2023,2155.5
18-09-2023,2165
19-09-2023,2174.5
20-09-2023,2202
21-09-2023,2166.5
22-09-2023,2199.5
25-09-2023,2182.5
26-09-2023,2195
27-09-2023,2196
28-09-2023,2232
29-09-2023,2307.5
02-10-2023,2286.5
03-10-2023,2257
04-10-2023,2231
05-10-2023,2195.5
06-10-2023,2208
09-10-2023,2193
10-10-2023,2199
11-10-2023,2179
12-10-2023,2180.5
13-10-2023,2176
16-10-2023,2161.5
17-10-2023,2148.5
18-10-2023,2176.5
19-10-2023,2150.5
20-10-2023,2152
23-10-2023,2144.5
24-10-2023,2146.5
25-10-2023,2188.5
26-10-2023,2202.5
27-10-2023,2170.5
30-10-2023,2252
31-10-2023,2235
01-11-2023,2230.5
02-11-2023,2218
03-11-2023,2219.5
06-11-2023,2254
07-11-2023,2241
08-11-2023,2258.5
09-11-2023,2228
10-11-2023,2205.5
13-11-2023,2220.5
14-11-2023,2194
15-11-2023,2205
16-11-2023,2182.5
17-11-2023,2165
20-11-2023,2192
21-11-2023,2201.5
22-11-2023,2194.5
23-11-2023,2183
24-11-2023,2179
27-11-2023,2177
28-11-2023,2164.5
29-11-2023,2178
30-11-2023,2157.5
01-12-2023,2147.5
04-12-2023,2148.5
05-12-2023,2121.5
06-12-2023,2117.5
07-12-2023,2099
08-12-2023,2111
11-12-2023,2082.5
12-12-2023,2090.5
13-12-2023,2083
14-12-2023,2137
15-12-2023,2196
18-12-2023,2213
19-12-2023,2215.5
20-12-2023,2192
21-12-2023,2180
22-12-2023,2234.5
27-12-2023,2293.5
28-12-2023,2313.5
29-12-2023,2335.5
02-01-2024,2336.5
03-01-2024,2255.5
04-01-2024,2235.5
05-01-2024,2215.5
08-01-2024,2205.5
09-01-2024,2200
10-01-2024,2204
11-01-2024,2203
12-01-2024,2175
15-01-2024,2153
16-01-2024,2158.5
17-01-2024,2142
18-01-2024,2130.5
19-01-2024,2122
22-01-2024,2110
23-01-2024,2145
24-01-2024,2207.5
25-01-2024,2188.5
26-01-2024,2212
29-01-2024,2214
30-01-2024,2226.5
31-01-2024,2232
01-02-2024,2212.5
02-02-2024,2209.5
05-02-2024,2183.5
06-02-2024,2184.5
07-02-2024,2195.5
08-02-2024,2214.5
09-02-2024,2180.5
12-02-2024,2188
13-02-2024,2204
14-02-2024,2194
15-02-2024,2205
16-02-2024,2203
19-02-2024,2185
20-02-2024,2147.5
21-02-2024,2211.5
22-02-2024,2178.5
23-02-2024,2157
26-02-2024,2140.5
27-02-2024,2146
28-02-2024,2130
29-02-2024,2163
01-03-2024,2183.5
04-03-2024,2182.5
05-03-2024,2191.5
06-03-2024,2187.5
07-03-2024,2210
08-03-2024,2209
11-03-2024,2202
12-03-2024,2213.5
13-03-2024,2224
14-03-2024,2205
15-03-2024,2218.5
18-03-2024,2224.5
19-03-2024,2202.5
20-03-2024,2231.5
21-03-2024,2264
22-03-2024,2246.5
25-03-2024,2267.5
26-03-2024,2275.5
27-03-2024,2238
28-03-2024,2270
02-04-2024,2322.5
03-04-2024,2334
04-04-2024,2394.5
05-04-2024,2391
08-04-2024,2417
09-04-2024,2403
10-04-2024,2429
11-04-2024,2410.5
12-04-2024,2443
15-04-2024,2520.5
16-04-2024,2512
17-04-2024,2581
18-04-2024,2600
19-04-2024,2645.5
22-04-2024,2654
23-04-2024,2585
24-04-2024,2585.5
25-04-2024,2586.5
26-04-2024,2559.5
29-04-2024,2536.5
30-04-2024,2545
01-05-2024,2554.5
02-05-2024,2510
03-05-2024,2517
07-05-2024,2512.5
08-05-2024,2488
09-05-2024,2494
10-05-2024,2515
13-05-2024,2510
14-05-2024,2477.5
15-05-2024,2529.5
16-05-2024,2538.5
17-05-2024,2544
20-05-2024,2568
21-05-2024,2645
22-05-2024,2625
23-05-2024,2551
24-05-2024,2599
28-05-2024,2653
29-05-2024,2695
30-05-2024,2665.5
31-05-2024,2677
03-06-2024,2625
04-06-2024,2603
05-06-2024,2577
06-06-2024,2587
07-06-2024,2578.5
10-06-2024,2515.5
11-06-2024,2475
12-06-2024,2476
13-06-2024,2498
14-06-2024,2465.5
17-06-2024,2420.5
18-06-2024,2427.5
19-06-2024,2445
20-06-2024,2461
21-06-2024,2452.5
24-06-2024,2454.5
25-06-2024,2451.5
26-06-2024,2444
27-06-2024,2458.5
28-06-2024,2485.5
01-07-2024,2496.5
02-07-2024,2489.5
03-07-2024,2487
04-07-2024,2493.5
05-07-2024,2495.5
08-07-2024,2475.5
09-07-2024,2468.5
10-07-2024,2432
11-07-2024,2428.5
12-07-2024,2422
15-07-2024,2404
16-07-2024,2377
17-07-2024,2363
18-07-2024,2335
19-07-2024,2312
22-07-2024,2259
23-07-2024,2264
24-07-2024,2266
25-07-2024,2218.5
26-07-2024,2229
29-07-2024,2203.5
30-07-2024,2161.5
31-07-2024,2252
01-08-2024,2228.5
02-08-2024,2214.5
05-08-2024,2167
06-08-2024,2205
07-08-2024,2202.5
08-08-2024,2204.5
09-08-2024,2263
12-08-2024,2268
13-08-2024,2256.5
14-08-2024,2299
15-08-2024,2301
16-08-2024,2293.5
19-08-2024,2369.5
20-08-2024,2435
21-08-2024,2443
22-08-2024,2471
23-08-2024,2499
27-08-2024,2520
28-08-2024,2479.5
29-08-2024,2437.5
30-08-2024,2463.5
02-09-2024,2390.5
03-09-2024,2382
04-09-2024,2367.5
05-09-2024,2366
06-09-2024,2368
09-09-2024,2318
10-09-2024,2323
11-09-2024,2354.5
12-09-2024,2390.5
13-09-2024,2405
16-09-2024,2505
17-09-2024,2505.5
18-09-2024,2520
19-09-2024,2523
20-09-2024,2477
23-09-2024,2455
24-09-2024,2542
25-09-2024,2512
26-09-2024,2560
27-09-2024,2609.5
30-09-2024,2611
01-10-2024,2635
02-10-2024,2635
03-10-2024,2638
04-10-2024,2654
07-10-2024,2655.5
08-10-2024,2569
09-10-2024,2530
10-10-2024,2550.5
11-10-2024,2645
14-10-2024,2566
15-10-2024,2522
16-10-2024,2557.5
17-10-2024,2524.5
18-10-2024,2553
21-10-2024,2582.5
22-10-2024,2609
23-10-2024,2625
24-10-2024,2643
25-10-2024,2600.5
28-10-2024,2610
29-10-2024,2617.5
30-10-2024,2623
31-10-2024,2617.5
01-11-2024,2613.5
04-11-2024,2581
05-11-2024,2605.5
06-11-2024,2549.5
07-11-2024,2652.5
08-11-2024,2600.5
11-11-2024,2555
12-11-2024,2530
13-11-2024,2514
14-11-2024,2504
15-11-2024,2641
18-11-2024,2563
19-11-2024,2583.5
20-11-2024,2654.5
21-11-2024,2591
22-11-2024,2589
25-11-2024,2616
26-11-2024,2590.5
27-11-2024,2577
28-11-2024,2564
29-11-2024,2572
02-12-2024,2564.5
03-12-2024,2577
04-12-2024,2583
05-12-2024,2620.5
06-12-2024,2555
09-12-2024,2556
10-12-2024,2553
11-12-2024,2556
12-12-2024,2555
13-12-2024,2567.5
16-12-2024,2543
17-12-2024,2497
18-12-2024,2483.5
19-12-2024,2470
20-12-2024,2483
23-12-2024,2504
24-12-2024,2541.5
27-12-2024,2513
30-12-2024,2529.5
31-12-2024,2516.5
02-01-2025,2536
03-01-2025,2475
06-01-2025,2480
07-01-2025,2484
08-01-2025,2474
09-01-2025,2502.5
10-01-2025,2560.5
13-01-2025,2573
14-01-2025,2554.5
15-01-2025,2562
16-01-2025,2628
17-01-2025,2658.5
20-01-2025,2675
21-01-2025,2635.5
22-01-2025,2611
23-01-2025,2605.5
24-01-2025,2640
27-01-2025,2616.5
28-01-2025,2572
29-01-2025,2590.5
30-01-2025,2617
31-01-2025,2598
03-02-2025,2584
04-02-2025,2634
05-02-2025,2610
06-02-2025,2638
07-02-2025,2639.5
10-02-2025,2640
11-02-2025,2647
12-02-2025,2628.5
13-02-2025,2627
14-02-2025,2662
17-02-2025,2660
18-02-2025,2661
19-02-2025,2709.5
20-02-2025,2720
21-02-2025,2702
24-02-2025,2673
25-02-2025,2669
26-02-2025,2670.5
27-02-2025,2655
28-02-2025,2637.5
03-03-2025,2624
04-03-2025,2634
05-03-2025,2653
06-03-2025,2709
07-03-2025,2693
10-03-2025,2716
11-03-2025,2725
12-03-2025,2737
13-03-2025,2694
14-03-2025,2713
17-03-2025,2715
18-03-2025,2681
19-03-2025,2687
20-03-2025,2685.5
21-03-2025,2652
24-03-2025,2640.5
25-03-2025,2608
26-03-2025,2600
27-03-2025,2557
28-03-2025,2559
31-03-2025,2518.5
01-04-2025,2499
02-04-2025,2480
03-04-2025,2436.5
04-04-2025,2355.5
07-04-2025,2350
08-04-2025,2366
09-04-2025,2285
10-04-2025,2343.5
11-04-2025,2364
14-04-2025,2355.5
15-04-2025,2333.5
16-04-2025,2332.5
17-04-2025,2327.5
22-04-2025,2355.5
23-04-2025,2384
24-04-2025,2410
25-04-2025,2412
28-04-2025,2400
29-04-2025,2430
30-04-2025,2405
01-05-2025,2377.5
02-05-2025,2401.5
06-05-2025,2404
07-05-2025,2363.5
08-05-2025,2363.5
09-05-2025,2401
12-05-2025,2468.5
13-05-2025,2470
14-05-2025,2530
15-05-2025,2480.5
16-05-2025,2473.5
19-05-2025,2450.5
20-05-2025,2458.5
21-05-2025,2460.5
22-05-2025,2445.5
23-05-2025,2437
27-05-2025,2470.5
28-05-2025,2479
29-05-2025,2468
30-05-2025,2445
02-06-2025,2451
03-06-2025,2446
04-06-2025,2473
05-06-2025,2472.5
06-06-2025,2431.5
09-06-2025,2468.5
10-06-2025,2482
11-06-2025,2511.5
12-06-2025,2510
13-06-2025,2485
16-06-2025,2508.5
17-06-2025,2530
18-06-2025,2545.5
19-06-2025,2525.5
20-06-2025,2529
23-06-2025,2599
24-06-2025,2572.5
25-06-2025,2555.5
26-06-2025,2573.5
27-06-2025,2583
30-06-2025,2593
01-07-2025,2604
02-07-2025,2602
03-07-2025,2604
04-07-2025,2587
07-07-2025,2566
08-07-2025,2587
09-07-2025,2580
10-07-2025,2609
11-07-2025,2591.5
14-07-2025,2586
15-07-2025,2594
16-07-2025,2568
17-07-2025,2557
18-07-2025,2591.5
21-07-2025,2649
22-07-2025,2638.5
23-07-2025,2645
24-07-2025,2646.5
25-07-2025,2657
28-07-2025,2632.5
29-07-2025,2609
30-07-2025,2611
31-07-2025,2580
01-08-2025,2545
04-08-2025,2575
05-08-2025,2568
06-08-2025,2589.5
07-08-2025,2617
08-08-2025,2609
11-08-2025,2586.5
12-08-2025,2605
13-08-2025,2626
14-08-2025,2608.5
15-08-2025,2600
18-08-2025,2586.5
19-08-2025,2572.5
20-08-2025,2567
21-08-2025,2570.5
22-08-2025,2589
26-08-2025,2611.5
27-08-2025,2618
28-08-2025,2615
29-08-2025,2621
01-09-2025,2612.5
02-09-2025,2615
03-09-2025,2617
04-09-2025,2606
05-09-2025,2616
08-09-2025,2613.5
09-09-2025,2621
10-09-2025,2623.5
11-09-2025,2656
12-09-2025,2707
15-09-2025,2693.5
16-09-2025,2736.5
17-09-2025,2691
18-09-2025,2693
19-09-2025,2689.5
22-09-2025,2667
23-09-2025,2646
24-09-2025,2623
25-09-2025,2661.5
26-09-2025,2642.5
29-09-2025,2672
30-09-2025,2668.5
01-10-2025,2683.5
02-10-2025,2700
03-10-2025,2703
06-10-2025,2713
07-10-2025,2713.5
08-10-2025,2750.5
09-10-2025,2786.5
10-10-2025,2799.5
13-10-2025,2774
14-10-2025,2734
15-10-2025,2752.5
16-10-2025,2775
17-10-2025,2789.5
20-10-2025,2773
21-10-2025,2781
22-10-2025,2818
23-10-2025,2845
24-10-2025,2853
27-10-2025,2879
28-10-2025,2859
29-10-2025,2891.5
30-10-2025,2826
31-10-2025,2885
03-11-2025,2903
04-11-2025,2853
05-11-2025,2838.5
06-11-2025,2861.5
07-11-2025,2841
10-11-2025,2867.5
11-11-2025,2841
12-11-2025,2856
13-11-2025,2876
14-11-2025,2832.5
