Date,Price
19-01-2022,127.41
20-01-2022,129.09
21-01-2022,129.49
24-01-2022,128.74
25-01-2022,129.94
26-01-2022,129.4
27-01-2022,129.96
28-01-2022,130.81
31-01-2022,131.15
01-02-2022,138.79
02-02-2022,139.98
03-02-2022,145.95
04-02-2022,145.45
07-02-2022,150.11
08-02-2022,148.83
09-02-2022,147.64
10-02-2022,151.57
11-02-2022,150.87
14-02-2022,146.76
15-02-2022,144.89
16-02-2022,142.23
17-02-2022,143.88
18-02-2022,141.11
22-02-2022,143.26
23-02-2022,142.96
24-02-2022,142.66
25-02-2022,141.76
28-02-2022,141.99
01-03-2022,143.45
02-03-2022,146.07
03-03-2022,151.11
04-03-2022,152.28
07-03-2022,158.82
08-03-2022,160.96
09-03-2022,157.59
10-03-2022,156.95
11-03-2022,155.36
14-03-2022,150.11
15-03-2022,144.77
16-03-2022,148.85
17-03-2022,149.65
18-03-2022,150.59
21-03-2022,150.47
22-03-2022,149.68
23-03-2022,149.57
24-03-2022,149.63
25-03-2022,149.87
28-03-2022,150.14
29-03-2022,150.14
30-03-2022,150.61
31-03-2022,150.84
01-04-2022,159.85
04-04-2022,161.84
05-04-2022,161.25
06-04-2022,160.08
07-04-2022,157.29
08-04-2022,154.21
11-04-2022,155.94
12-04-2022,155.56
13-04-2022,154.67
14-04-2022,155.69
18-04-2022,155.62
19-04-2022,154.58
20-04-2022,154.41
21-04-2022,154.27
22-04-2022,154.13
25-04-2022,152.47
26-04-2022,152.08
27-04-2022,151.62
28-04-2022,151.19
29-04-2022,150.77
02-05-2022,144.08
03-05-2022,144.08
04-05-2022,142.9
05-05-2022,144.9
06-05-2022,136.91
09-05-2022,133.31
10-05-2022,131.9
11-05-2022,134.26
12-05-2022,131.98
13-05-2022,132.33
16-05-2022,132.96
17-05-2022,132.61
18-05-2022,130.81
19-05-2022,131.92
20-05-2022,133.66
23-05-2022,133.99
24-05-2022,133.31
25-05-2022,133.27
26-05-2022,132.98
27-05-2022,133.17
31-05-2022,133.51
01-06-2022,136.95
02-06-2022,142.35
03-06-2022,144.02
06-06-2022,144.81
07-06-2022,145.88
08-06-2022,145.34
09-06-2022,143.63
10-06-2022,141.51
13-06-2022,140.34
14-06-2022,140.09
15-06-2022,137.17
16-06-2022,137.85
17-06-2022,135.69
21-06-2022,133.47
22-06-2022,127.92
23-06-2022,131.45
24-06-2022,129.71
27-06-2022,130.93
28-06-2022,131.01
29-06-2022,130.46
30-06-2022,130
01-07-2022,114.45
05-07-2022,113.61
06-07-2022,112.38
07-07-2022,115.14
08-07-2022,113.74
11-07-2022,109.97
12-07-2022,109.68
13-07-2022,111.05
14-07-2022,106.01
15-07-2022,104.3
18-07-2022,106.69
19-07-2022,104.76
20-07-2022,104.51
21-07-2022,105.27
22-07-2022,105.39
25-07-2022,105.42
26-07-2022,106.01
27-07-2022,106.24
28-07-2022,106.89
29-07-2022,107.22
01-08-2022,114.35
02-08-2022,113.36
03-08-2022,110.11
04-08-2022,107.03
05-08-2022,109.2
08-08-2022,110.38
09-08-2022,109.85
10-08-2022,109.63
11-08-2022,110.41
12-08-2022,109.71
15-08-2022,107.6
16-08-2022,107.37
17-08-2022,105.51
18-08-2022,106.05
19-08-2022,105.64
22-08-2022,105.52
23-08-2022,105.57
24-08-2022,105.55
25-08-2022,105.35
26-08-2022,105.49
29-08-2022,105.28
30-08-2022,104.92
31-08-2022,104.76
01-09-2022,96.29
02-09-2022,95.55
06-09-2022,97.44
07-09-2022,97.19
08-09-2022,98.37
09-09-2022,100.21
12-09-2022,101.41
13-09-2022,101.43
14-09-2022,100.43
15-09-2022,100.39
16-09-2022,99.26
19-09-2022,98.99
20-09-2022,98.8
21-09-2022,98.65
22-09-2022,98.83
23-09-2022,98.89
26-09-2022,99.01
27-09-2022,98.71
28-09-2022,98.52
29-09-2022,98.42
30-09-2022,98.31
03-10-2022,94.22
04-10-2022,95.21
05-10-2022,95.26
06-10-2022,95.46
07-10-2022,95.62
10-10-2022,97.35
11-10-2022,96.97
12-10-2022,96.13
13-10-2022,95.4
14-10-2022,95.93
17-10-2022,94.93
18-10-2022,95.21
19-10-2022,94.86
20-10-2022,94.76
21-10-2022,94.86
24-10-2022,94.51
25-10-2022,94.61
26-10-2022,93.56
27-10-2022,92.81
28-10-2022,93.01
31-10-2022,92.43
01-11-2022,80.03
02-11-2022,82.1
03-11-2022,83.37
04-11-2022,85.16
07-11-2022,87.14
08-11-2022,85.33
09-11-2022,87.51
10-11-2022,88.19
11-11-2022,90.79
14-11-2022,92.09
15-11-2022,92.29
16-11-2022,92.34
17-11-2022,93.09
18-11-2022,92.89
21-11-2022,91.54
22-11-2022,91.45
23-11-2022,91.94
25-11-2022,92.74
28-11-2022,93.04
29-11-2022,92.9
30-11-2022,93.25
01-12-2022,103.1
02-12-2022,107.44
05-12-2022,107.68
06-12-2022,108.49
07-12-2022,107.09
08-12-2022,109.49
09-12-2022,110.48
12-12-2022,109.47
13-12-2022,109.23
14-12-2022,109.26
15-12-2022,110.5
16-12-2022,110.27
19-12-2022,109.56
20-12-2022,109.86
21-12-2022,110.74
22-12-2022,110.43
23-12-2022,110.48
27-12-2022,110.64
28-12-2022,110.8
29-12-2022,110.98
30-12-2022,111.28
03-01-2023,117.79
04-01-2023,115.35
05-01-2023,114.97
06-01-2023,116.57
09-01-2023,117.41
10-01-2023,119.66
11-01-2023,121.02
12-01-2023,121.26
13-01-2023,122.33
17-01-2023,120.95
18-01-2023,121.19
19-01-2023,121.79
20-01-2023,122.16
23-01-2023,121.94
24-01-2023,121.97
25-01-2023,121.93
26-01-2023,122.49
27-01-2023,122.7
30-01-2023,123.08
31-01-2023,123.37
01-02-2023,126.33
02-02-2023,123.95
03-02-2023,125.26
06-02-2023,124.34
07-02-2023,122.75
08-02-2023,123.21
09-02-2023,124.65
10-02-2023,125.14
13-02-2023,123.76
14-02-2023,124.2
15-02-2023,124.34
16-02-2023,124.69
17-02-2023,124.94
21-02-2023,126.34
22-02-2023,125.77
23-02-2023,125.92
24-02-2023,125.85
27-02-2023,125.74
28-02-2023,125.75
01-03-2023,126.8
02-03-2023,127.02
03-03-2023,126.64
06-03-2023,125.5
07-03-2023,127.33
08-03-2023,127.37
09-03-2023,129.48
10-03-2023,129.44
13-03-2023,130.49
14-03-2023,130.04
15-03-2023,130.09
16-03-2023,128.91
17-03-2023,130
20-03-2023,128.26
21-03-2023,128.01
22-03-2023,127.73
23-03-2023,126.66
24-03-2023,126.01
27-03-2023,126.01
28-03-2023,126.01
29-03-2023,126.01
30-03-2023,126.01
31-03-2023,127.06
03-04-2023,122.19
04-04-2023,120.24
05-04-2023,119.67
06-04-2023,119.16
10-04-2023,119.75
11-04-2023,121.05
12-04-2023,120.5
13-04-2023,119.92
14-04-2023,119.11
17-04-2023,120.01
18-04-2023,120.34
19-04-2023,120.26
20-04-2023,119.31
21-04-2023,117.21
24-04-2023,116.76
25-04-2023,117.6
26-04-2023,116.71
27-04-2023,116.21
28-04-2023,116.14
01-05-2023,103.61
02-05-2023,106.01
03-05-2023,105.48
04-05-2023,103.87
05-05-2023,103.55
08-05-2023,107.4
09-05-2023,106.05
10-05-2023,106.85
11-05-2023,104.8
12-05-2023,105.16
15-05-2023,106.77
16-05-2023,106.84
17-05-2023,107.38
18-05-2023,107.27
19-05-2023,107.1
22-05-2023,107.16
23-05-2023,106.54
24-05-2023,105.56
25-05-2023,105.6
26-05-2023,105.41
30-05-2023,105.2
31-05-2023,105.07
01-06-2023,104.5
02-06-2023,106.33
05-06-2023,107.38
06-06-2023,108.59
07-06-2023,109.18
08-06-2023,111.43
09-06-2023,112.96
12-06-2023,111.14
13-06-2023,112.45
14-06-2023,112.75
15-06-2023,112.93
16-06-2023,113.02
20-06-2023,113.08
21-06-2023,112.85
22-06-2023,112.85
23-06-2023,112.65
26-06-2023,112.46
27-06-2023,112.6
28-06-2023,112.64
29-06-2023,112.62
30-06-2023,112.57
03-07-2023,110.87
05-07-2023,111.84
06-07-2023,112.27
07-07-2023,110.54
10-07-2023,109.21
11-07-2023,109.34
12-07-2023,110.61
13-07-2023,110.95
14-07-2023,112.38
17-07-2023,111.81
18-07-2023,112.17
19-07-2023,112.08
20-07-2023,112.43
21-07-2023,112.47
24-07-2023,112.51
25-07-2023,112.72
26-07-2023,112.89
27-07-2023,112.9
28-07-2023,112.69
31-07-2023,112.46
01-08-2023,108.32
02-08-2023,107.41
03-08-2023,104.26
04-08-2023,105.18
07-08-2023,104.73
08-08-2023,104.41
09-08-2023,104.7
10-08-2023,104.6
11-08-2023,105.37
14-08-2023,104.63
15-08-2023,104.8
16-08-2023,104.81
17-08-2023,105.64
18-08-2023,106.1
21-08-2023,106.48
22-08-2023,106.77
23-08-2023,107.47
24-08-2023,107.82
25-08-2023,108.21
28-08-2023,108.31
29-08-2023,108.65
30-08-2023,108.99
31-08-2023,109.4
01-09-2023,118.19
05-09-2023,117.13
06-09-2023,118.97
07-09-2023,117.4
08-09-2023,116.9
11-09-2023,118.23
12-09-2023,120.33
13-09-2023,120.53
14-09-2023,120.56
15-09-2023,121.29
18-09-2023,122.2
19-09-2023,122.16
20-09-2023,121.83
21-09-2023,121.69
22-09-2023,121.33
25-09-2023,121.18
26-09-2023,120.93
27-09-2023,120.84
28-09-2023,120.84
29-09-2023,120.79
02-10-2023,120.14
03-10-2023,118.44
04-10-2023,118.03
05-10-2023,117.42
06-10-2023,117.74
09-10-2023,118.18
10-10-2023,117.4
11-10-2023,118.31
12-10-2023,117.42
13-10-2023,118.57
16-10-2023,119.25
17-10-2023,119.31
18-10-2023,119.01
19-10-2023,119.04
20-10-2023,118.65
23-10-2023,118.45
24-10-2023,118.19
25-10-2023,118.48
26-10-2023,118.45
27-10-2023,118.55
30-10-2023,118.7
31-10-2023,118.91
01-11-2023,122.33
02-11-2023,125.57
03-11-2023,126.15
06-11-2023,126.63
07-11-2023,125.95
08-11-2023,127.26
09-11-2023,127.38
10-11-2023,128.07
13-11-2023,128.34
14-11-2023,128.78
15-11-2023,129.25
16-11-2023,129.42
17-11-2023,128.95
20-11-2023,129.31
21-11-2023,129.55
22-11-2023,129.84
24-11-2023,130.16
27-11-2023,130.42
28-11-2023,130.4
29-11-2023,130.38
30-11-2023,130.46
01-12-2023,130.46
04-12-2023,130.46
05-12-2023,130.77
06-12-2023,132.92
07-12-2023,134.4
08-12-2023,135.45
11-12-2023,135.16
12-12-2023,135.66
13-12-2023,135.03
14-12-2023,135.22
15-12-2023,135.08
18-12-2023,134.61
19-12-2023,134.65
20-12-2023,134.85
21-12-2023,135.31
22-12-2023,135.52
26-12-2023,135.75
27-12-2023,136.07
28-12-2023,136.16
29-12-2023,136.37
02-01-2024,136.37
03-01-2024,144.16
04-01-2024,142.95
05-01-2024,141.45
08-01-2024,140.87
09-01-2024,140.52
10-01-2024,138.16
11-01-2024,138.85
12-01-2024,137.22
16-01-2024,136.75
17-01-2024,135.79
18-01-2024,136.08
19-01-2024,135.88
22-01-2024,135.42
23-01-2024,135.48
24-01-2024,135.49
25-01-2024,135.54
26-01-2024,135.55
29-01-2024,135.55
30-01-2024,135.61
31-01-2024,135.13
01-02-2024,132.67
02-02-2024,128.63
05-02-2024,128.94
06-02-2024,127.39
07-02-2024,127.03
08-02-2024,129.07
09-02-2024,128.75
12-02-2024,128.87
13-02-2024,129.02
14-02-2024,129.1
15-02-2024,129.17
16-02-2024,129.29
20-02-2024,127.92
21-02-2024,127.3
22-02-2024,127.82
23-02-2024,126.85
26-02-2024,126.11
27-02-2024,125.84
28-02-2024,125.36
29-02-2024,124.86
01-03-2024,113.89
04-03-2024,116.94
05-03-2024,116.21
06-03-2024,116.96
07-03-2024,117.96
08-03-2024,117.05
11-03-2024,113
12-03-2024,113.15
13-03-2024,111.77
14-03-2024,110.94
15-03-2024,109.61
18-03-2024,110.47
19-03-2024,110.71
20-03-2024,110.29
21-03-2024,110.94
22-03-2024,110.64
25-03-2024,110.67
26-03-2024,110.28
27-03-2024,109.84
28-03-2024,109.53
01-04-2024,102.33
02-04-2024,102.91
03-04-2024,100.41
04-04-2024,99.89
05-04-2024,99.97
08-04-2024,102.68
09-04-2024,104.33
10-04-2024,104.02
11-04-2024,104.71
12-04-2024,106.05
15-04-2024,106.05
16-04-2024,106.07
17-04-2024,107.3
18-04-2024,107.95
19-04-2024,108.25
22-04-2024,108.62
23-04-2024,108.76
24-04-2024,109.23
25-04-2024,109.68
26-04-2024,110.16
29-04-2024,110.54
30-04-2024,110.91
01-05-2024,117.21
02-05-2024,118.08
03-05-2024,118.03
06-05-2024,119.56
07-05-2024,118.69
08-05-2024,116.59
09-05-2024,116.96
10-05-2024,116.93
13-05-2024,117.31
14-05-2024,116.65
15-05-2024,116.3
16-05-2024,116.85
17-05-2024,117.02
20-05-2024,117.24
21-05-2024,117.57
22-05-2024,117.64
23-05-2024,117.53
24-05-2024,117.66
28-05-2024,117.68
29-05-2024,117.74
30-05-2024,117.62
31-05-2024,117.52
03-06-2024,110.1
04-06-2024,107.69
05-06-2024,107.02
06-06-2024,108.5
07-06-2024,108.48
10-06-2024,107.38
11-06-2024,106.27
12-06-2024,106.42
13-06-2024,107.12
14-06-2024,107.33
17-06-2024,107.05
18-06-2024,107.11
20-06-2024,107.15
21-06-2024,106.96
24-06-2024,106.55
25-06-2024,106.46
26-06-2024,106.56
27-06-2024,106.51
28-06-2024,106.51
01-07-2024,108
02-07-2024,110.32
03-07-2024,113.06
05-07-2024,111.31
08-07-2024,110.02
09-07-2024,110.51
10-07-2024,108.74
11-07-2024,109.58
12-07-2024,109.58
15-07-2024,109.67
16-07-2024,109.39
17-07-2024,108.94
18-07-2024,108.73
19-07-2024,108.45
22-07-2024,108.16
23-07-2024,107.79
24-07-2024,107.47
25-07-2024,107.14
26-07-2024,106.86
29-07-2024,106.59
30-07-2024,106.25
31-07-2024,105.94
01-08-2024,102.83
02-08-2024,104
05-08-2024,104.18
06-08-2024,102.86
07-08-2024,101.71
08-08-2024,100.75
09-08-2024,101.26
12-08-2024,100.67
13-08-2024,100.44
14-08-2024,99.2
15-08-2024,98.55
16-08-2024,97.81
19-08-2024,98.1
20-08-2024,97.99
21-08-2024,98.38
22-08-2024,98.19
23-08-2024,98.05
26-08-2024,98.3
27-08-2024,98.45
28-08-2024,98.51
29-08-2024,98.63
30-08-2024,98.7
03-09-2024,100.55
04-09-2024,92.93
05-09-2024,91.3
06-09-2024,91.61
09-09-2024,91.76
10-09-2024,91.28
11-09-2024,92.3
12-09-2024,93.06
13-09-2024,92.26
16-09-2024,91.94
17-09-2024,91.98
18-09-2024,91.57
19-09-2024,92.03
20-09-2024,91.93
23-09-2024,91.6
24-09-2024,91.88
25-09-2024,92.25
26-09-2024,92.54
27-09-2024,92.98
30-09-2024,93.83
01-10-2024,108.74
02-10-2024,109.29
03-10-2024,108.31
04-10-2024,108.84
07-10-2024,112.39
08-10-2024,106.3
09-10-2024,106.53
10-10-2024,105.81
11-10-2024,106.44
14-10-2024,107.11
15-10-2024,106.63
16-10-2024,106.2
17-10-2024,105.36
18-10-2024,105.37
21-10-2024,105.23
22-10-2024,104.94
23-10-2024,104.62
24-10-2024,104.4
25-10-2024,104.23
28-10-2024,104.15
29-10-2024,104.09
30-10-2024,104.08
31-10-2024,103.78
01-11-2024,102.49
04-11-2024,103.91
05-11-2024,105.09
06-11-2024,104.01
07-11-2024,105.22
08-11-2024,103.82
11-11-2024,103.1
12-11-2024,102.96
13-11-2024,102.88
14-11-2024,102.22
15-11-2024,101.63
18-11-2024,101.76
19-11-2024,101.89
20-11-2024,101.95
21-11-2024,102.02
22-11-2024,101.95
25-11-2024,102.01
26-11-2024,102.06
27-11-2024,102.17
29-11-2024,102.44
02-12-2024,105.32
03-12-2024,106.08
04-12-2024,106.29
05-12-2024,106.29
09-12-2024,106.34
10-12-2024,105.63
11-12-2024,105.52
12-12-2024,105.49
13-12-2024,105.31
16-12-2024,105.41
17-12-2024,105.58
18-12-2024,104.73
19-12-2024,104.08
20-12-2024,103.84
23-12-2024,103.84
24-12-2024,104.08
26-12-2024,104.08
27-12-2024,103.9
30-12-2024,103.78
31-12-2024,103.61
02-01-2025,100.61
03-01-2025,99.44
06-01-2025,99.44
07-01-2025,97.84
08-01-2025,97.74
09-01-2025,98.09
10-01-2025,98.09
13-01-2025,98.72
14-01-2025,99.99
15-01-2025,100.2
16-01-2025,100.49
17-01-2025,101.21
21-01-2025,101.21
22-01-2025,101.4
23-01-2025,101.34
24-01-2025,101.34
27-01-2025,101.34
28-01-2025,101.3
29-01-2025,101.33
30-01-2025,101.33
31-01-2025,101.59
03-02-2025,105.02
04-02-2025,105.4
05-02-2025,104.81
06-02-2025,106.23
07-02-2025,106.37
10-02-2025,106.97
11-02-2025,106.32
12-02-2025,107.26
13-02-2025,106.77
14-02-2025,106.83
18-02-2025,106.74
19-02-2025,106.76
20-02-2025,107
21-02-2025,107.13
24-02-2025,107.19
25-02-2025,107.17
26-02-2025,107.15
27-02-2025,107.07
28-02-2025,106.9
03-03-2025,100.81
04-03-2025,101.61
05-03-2025,100.72
06-03-2025,101.24
07-03-2025,101.29
10-03-2025,100.99
11-03-2025,101.05
12-03-2025,101.44
13-03-2025,102.16
14-03-2025,102.85
17-03-2025,102.32
18-03-2025,102.42
19-03-2025,102.11
20-03-2025,102.15
21-03-2025,102
24-03-2025,102.21
25-03-2025,102.18
26-03-2025,102.25
27-03-2025,102.36
28-03-2025,102.43
31-03-2025,102.51
01-04-2025,102.21
02-04-2025,104.25
03-04-2025,104.18
04-04-2025,102.64
07-04-2025,100.85
08-04-2025,99.25
09-04-2025,99.05
10-04-2025,99.89
11-04-2025,99.95
14-04-2025,100.08
15-04-2025,100.19
16-04-2025,100.08
17-04-2025,100.05
21-04-2025,99.92
22-04-2025,99.88
23-04-2025,100.09
24-04-2025,99.98
25-04-2025,99.92
28-04-2025,99.91
29-04-2025,99.86
30-04-2025,99.76
01-05-2025,99.25
02-05-2025,98.19
05-05-2025,97.41
06-05-2025,98.63
07-05-2025,99.33
08-05-2025,98.23
09-05-2025,98.55
12-05-2025,99.75
13-05-2025,99.51
14-05-2025,100.75
15-05-2025,100.42
16-05-2025,100.08
19-05-2025,100
20-05-2025,100.05
21-05-2025,100.05
22-05-2025,99.89
23-05-2025,99.81
27-05-2025,99.48
28-05-2025,99.39
29-05-2025,99.27
30-05-2025,99.12
02-06-2025,95.95
03-06-2025,95.3
04-06-2025,96.26
05-06-2025,95.7
06-06-2025,96.18
09-06-2025,95.62
10-06-2025,95.47
11-06-2025,95.78
12-06-2025,95.46
13-06-2025,95.38
16-06-2025,95.23
17-06-2025,94.86
18-06-2025,94.71
20-06-2025,94.77
23-06-2025,94.75
24-06-2025,94.63
25-06-2025,94.52
26-06-2025,94.48
27-06-2025,94.49
30-06-2025,94.47
01-07-2025,93.41
02-07-2025,95.13
03-07-2025,96.24
07-07-2025,95.22
08-07-2025,95.55
09-07-2025,95.32
10-07-2025,96.76
11-07-2025,96.71
14-07-2025,96.76
15-07-2025,96.5
16-07-2025,97.06
17-07-2025,97.18
18-07-2025,97.22
21-07-2025,97.84
22-07-2025,98.11
23-07-2025,98.27
24-07-2025,98.58
25-07-2025,98.55
28-07-2025,98.67
29-07-2025,98.98
30-07-2025,99.07
31-07-2025,99.12
01-08-2025,99.57
04-08-2025,100.77
05-08-2025,101.36
06-08-2025,100.92
07-08-2025,101.21
08-08-2025,101.22
11-08-2025,101.96
12-08-2025,102.41
13-08-2025,102.03
14-08-2025,101.83
15-08-2025,101.59
18-08-2025,101.62
19-08-2025,101.57
20-08-2025,101.52
21-08-2025,101.57
22-08-2025,101.42
25-08-2025,101.6
26-08-2025,101.53
27-08-2025,101.59
28-08-2025,101.71
29-08-2025,101.81
02-09-2025,102.53
03-09-2025,103.24
04-09-2025,104.53
05-09-2025,104.49
08-09-2025,104.93
09-09-2025,106.08
10-09-2025,105.8
11-09-2025,105.18
12-09-2025,105.43
15-09-2025,105.31
16-09-2025,105.42
17-09-2025,105.3
18-09-2025,105.24
19-09-2025,105.44
22-09-2025,105.49
23-09-2025,105.49
24-09-2025,105.54
25-09-2025,105.54
26-09-2025,105.44
29-09-2025,105.35
30-09-2025,105.29
01-10-2025,104.02
02-10-2025,104.1
03-10-2025,104.36
06-10-2025,104.48
07-10-2025,104.22
08-10-2025,104.29
09-10-2025,104.86
10-10-2025,105.74
13-10-2025,106.53
14-10-2025,105.25
15-10-2025,105.55
16-10-2025,105.56
17-10-2025,105.35
20-10-2025,105.5
21-10-2025,105.53
22-10-2025,105.55
23-10-2025,105.55
24-10-2025,105.41
